Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
23,44,Sts. Peter & Paul Residence,221 Milner Avenue,218,9,24,0,182,21,0,0,0,203,72,0.35,0,0
23,45,St. Elizabeth Seton Catholic School,25 Havenview Road,2005,23,21,6,1631,371,6,2,5,2015,278,0.14,0,0
23,46,White Haven Jr. Public School,105 Invergordon Avenue,2414,28,57,13,2022,356,2,7,5,2392,352,0.15,1,0
23,50,C.D. Farquharson Jr Public School,1965 Brimley Road,1899,20,19,4,1516,363,3,3,17,1902,317,0.17,0,0
23,51,Agincourt Recreation Centre,31 Glen Watford Drive,1953,16,12,3,1601,296,7,11,39,1954,339,0.17,0,0
23,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,0,0
23,98,Burrows Hall Community Centre,1081 Progress Ave,NA,63,23,19,NA,NA,NA,NA,NA,NA,1753,NA,0,1
23,99,Milliken Park Community Centre,4325 McCowan Road,NA,71,35,36,NA,NA,NA,NA,NA,NA,2596,NA,1,1
23 Total,NA,NA,NA,61050,766,478,211,49974,10813,94,163,294,61338,15388,0.25,26,9
24,1,Blue Danube House,1680 Ellesmere Road,215,7,1,2,169,52,0,0,0,221,66,0.3,0,0
24,2,Consilium Club,88 Corporate Drive,1406,15,3,5,1218,190,5,2,1,1416,258,0.18,0,0
24,3,Hillsborough Shared Facilities,18 Lee Centre Drive,634,5,4,2,570,62,1,0,1,634,94,0.15,0,0
24,4,Ellipse I & II,38 Lee Centre Drive,796,10,5,1,715,81,4,3,0,803,134,0.17,0,0
24,5,May Tower 1 & 2,1 Lee Centre Drive,640,10,3,3,567,79,1,0,0,647,115,0.18,0,0
24,6,Centennial Recreation Centre,1967 Ellesmere Road,2059,29,1,1,1893,177,2,3,26,2101,219,0.1,0,0
24,7,Village Apartments,50 Tuxedo Court,333,5,1,1,329,10,0,0,0,339,81,0.24,0,0
24,8,Woburn Collegiate Institute,2222 Ellesmere Road,1407,12,6,7,1182,230,3,0,2,1417,205,0.14,0,0
24,9,Woburn Junior Public School,40 Dormington Drive,1859,18,2,5,1634,234,4,1,3,1876,321,0.17,0,0
24,10,St. Edmund Campion Catholic School,30 Highcastle Road,1381,12,9,2,945,419,4,15,0,1383,313,0.23,0,0
24,11,Highcastle Public School,370 Military Trail,2428,32,17,4,1772,657,8,4,3,2444,482,0.2,0,0
24,12,Military Trail Public School,701 Military Trail,2767,20,4,5,2275,494,3,12,0,2784,445,0.16,1,0
24,13,Skyview Manor,100 Mornelle Court,271,8,4,3,235,40,0,0,0,275,68,0.25,0,1
24,14,Maple Dale,3050 Ellesmere Road,430,5,13,1,374,47,1,0,0,422,111,0.27,0,2
24,15,Seven Oaks,9 Neilson Road,62,18,1,0,61,18,0,0,0,79,27,0.34,0,0
24,16,Shoniker Place,2877 Ellesmere Road,165,7,10,0,146,16,0,0,0,162,66,0.42,0,2
24,17,Curran Hall Community Centre,277 Orton Park Road,1079,9,6,2,834,240,5,3,0,1082,317,0.29,1,0
24,18,George B. Little Jr. Public School,125 Orton Park Road,1885,14,6,1,1494,371,10,13,0,1888,398,0.21,1,0
24,19,Heather Heights Jr Public School,80 Slan Avenue,1821,12,6,13,1440,363,11,10,1,1825,402,0.22,1,0
24,20,Churchill Heights Public School,749 Brimorton Drive,1777,22,8,3,1399,379,2,4,4,1788,369,0.21,2,0
24,21,Bellmere Jr. Public School,470 Brimorton Drive,1148,8,0,4,853,288,3,6,4,1154,252,0.22,0,0
24,22,Tredway Woodsworth Public School,112 Sedgemount Drive,2179,23,14,1,1719,460,1,8,5,2193,430,0.2,0,0
24,23,705 Progress Shelter,705 Progress Ave,0,3,0,0,2,1,0,0,0,3,3,1,0,0
24,24,North Bendale Jr. Public School,29 Aveline Crescent,1669,18,4,11,1224,435,12,11,0,1682,418,0.25,3,6
24,25,Bendale Jr. Public School,61 Benshire Drive,838,13,3,2,653,190,0,5,1,849,202,0.24,1,0
24,26,St. Rose of Lima Catholic School,3220 Lawrence Avenue East,1182,12,4,4,823,355,6,10,0,1194,272,0.23,0,0
24,27,Cedarbrook Community Centre,91 Eastpark Blvd.,1720,15,10,5,1431,290,2,1,3,1727,250,0.14,0,0
24,28,Cedarbrook Lodge,520 Markham Road,154,13,1,0,151,15,0,0,0,166,28,0.17,0,0
24,30,Cedarbrae Manor,65 Greencrest Circuit,445,23,6,3,441,19,1,0,0,461,161,0.35,0,0
24,31,Cornell Jr. Public School,61 Holmfirth Terrace,2123,63,15,15,1933,228,4,6,2,2173,652,0.3,5,0
24,32,St. Barbara Catholic School,25 Janray Drive,2140,31,21,8,1617,518,0,3,10,2148,438,0.2,0,0
24,34,Extendicare Scarborough,3830 Lawrence Ave. East,94,20,1,0,107,6,0,0,0,113,28,0.26,1,1
24,35,Willow Park Jr. Public School,45 Windover Drive,2193,30,14,15,1866,323,10,8,1,2208,434,0.2,0,1
24,36,Galloway Road Public School,192 Galloway Road,3334,0,27,6,2731,545,14,17,8,3315,482,0.15,1,0
24,37,West Hill Apartments,4175 Lawrence Avenue East,293,6,1,0,290,8,0,1,0,299,70,0.23,1,0
24,38,St. Martin De Porres Catholic School,230 Morningside Avenue,2254,11,40,3,1862,339,10,11,2,2224,330,0.15,0,0
24,40,Eastview Public School,20 Waldock Street,2907,27,20,13,2180,708,12,10,3,2913,535,0.18,0,2
24,41,Poplar Road Jr. Public School,66 Dearham Wood,1208,19,7,0,1043,175,3,1,1,1223,355,0.29,0,0
24,42,Guildwood Jr. Public School,225 Livingston Road,2101,19,33,3,1655,420,0,11,2,2088,478,0.23,0,0
24,44,The Gates of Guildwood,10 Guildwood Pkwy,566,8,3,6,514,54,1,1,0,570,273,0.48,2,0
24,45,399 Markham Road,399 Markham Road,382,5,32,0,310,42,0,3,0,355,58,0.17,0,1
24,46,Cedarbrook Jr. Public School,56 Nelson Street,2991,45,35,12,2357,635,6,4,6,3008,576,0.19,2,1
24,47,Cedar Drive Jr. Public School,21 Gatesview Avenue,2962,31,37,6,2531,408,8,6,5,2958,444,0.15,1,0
24,50,Guildwood  Extendicare,60 Guildwood Parkway,48,0,0,0,48,0,0,0,0,48,34,0.71,0,0
24,51,Sir Wilfrid Laurier Collegiate,145 Guildwood Parkway,1569,44,48,4,1346,197,9,11,4,1567,434,0.28,0,0
24,53,Elizabeth Simcoe Jr. Public School,166 Sylvan Avenue,1452,16,8,3,1205,236,2,18,0,1461,373,0.26,0,7
24,54,Scarborough Village Recreation Centre,3600 Kingston Road,2243,31,39,7,1822,394,13,4,2,2235,408,0.18,0,1
24,55,Momiji Seniors Centre,3555 Kingston Road,177,4,22,1,159,0,0,0,0,159,58,0.36,0,0
24,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,0,0
24,98,Centennial Recreation Centre,1967 Ellesmere Road,NA,64,39,43,NA,NA,NA,NA,NA,NA,1912,NA,0,0
24,99,Scarborough Village Recreation Centre,3600 Kingston Road,NA,39,24,31,NA,NA,NA,NA,NA,NA,1720,NA,0,1
24 Total,NA,NA,NA,63787,911,618,267,52125,11448,181,226,100,64080,16999,0.27,23,26
25,1,Thomas L Wells Public School,69 Nightstar Road,2584,29,11,13,2084,510,0,5,0,2599,593,0.23,3,0
25,2,Mayfair on the Green,440 McLevin Ave,1053,20,2,0,960,111,0,1,0,1072,257,0.24,0,0
25,5,Neilson Hall Apartments,1315 Neilson Road,154,5,0,1,153,5,1,0,0,159,61,0.38,0,0
25,6,Glenmaple,1319 Neilson Road,211,6,1,1,200,16,0,0,0,216,77,0.36,0,0
25,7,Malvern Recreation Centre,30 Sewells Road,1545,17,5,1,1207,335,1,0,18,1561,162,0.1,0,0
25,8,Sacred Heart Catholic School,75 Hupfield Trail,2183,23,4,2,1747,448,5,4,1,2205,348,0.16,0,0
25,9,Mary Shadd Public School,135 Hupfield Trail,1376,7,1,3,1028,349,2,7,0,1386,225,0.16,0,0
25,10,Heritage Park Public School,80 Old Finch Ave,2695,23,6,1,2233,464,12,5,2,2716,400,0.15,0,0
25,11,St. Bede Catholic School,521 Sewells Road,1528,13,21,0,1165,351,3,3,0,1522,224,0.15,0,1
25,12,Fleming Public School,20 Littles Road,1704,33,5,3,1415,315,3,0,0,1733,307,0.18,0,0
25,13,Alexander Stirling Public School,70 Fawcett Trail,2175,27,2,12,1716,478,4,7,0,2205,338,0.15,0,0
25,15,Grey Owl Junior Public School,150 Wickson Trail,1825,26,9,2,1378,462,6,3,0,1849,291,0.16,4,2
25,16,Emily Carr Public School,90 John Tabor Trail,2427,17,8,10,1682,730,12,2,12,2438,355,0.15,0,0
25,17,Lucy Maud Montgomery Public School,95 Murison Blvd.,1532,10,15,4,1132,387,3,5,1,1528,254,0.17,0,0
25,18,Alvin Curling Public School,50 Upper Rouge Trail,3353,41,8,21,2701,668,10,7,4,3390,526,0.16,0,0
25,19,Extendicare Rouge Valley,551 Conlins Road,165,11,1,0,149,26,0,0,0,175,14,0.08,3,0
25,20,St. Jean de Brebeuf Catholic School,101 Dean Park Road,1726,16,1,0,1258,462,12,9,1,1742,349,0.2,0,0
25,21,John G. Diefenbaker Public School,70 Dean Park Road,1983,16,9,3,1583,394,8,2,0,1987,440,0.22,0,0
25,25,Chief Dan George Public School,185 Generation Blvd,2436,32,7,6,1794,652,5,12,0,2463,509,0.21,0,0
25,26,Rouge Valley Public School,30 Durnford Road,2192,23,8,6,1620,565,5,7,9,2206,470,0.21,0,1
25,27,Altamont Long Term Care,92 Island Road,72,1,1,0,58,14,0,0,0,72,18,0.28,0,2
25,28,West Rouge Jr. Public School,401 Friendship Avenue,2160,16,8,6,1682,473,5,4,6,2170,493,0.23,1,0
25,29,West Rouge Community Centre,270 Rouge Hills Drive,2039,14,4,4,1630,395,8,14,0,2047,576,0.28,0,0
25,30,William G. Davis Jr. Public School,128 East Avenue,2026,22,5,10,1630,404,6,8,0,2048,552,0.27,1,1
25,31,Joseph Howe Sr Public School,20 Winter Gardens Trail,1533,19,12,7,1186,345,6,3,0,1540,314,0.2,0,0
25,32,Port Union Community Centre,5450 Lawrence Ave East,1985,27,12,7,1528,451,8,9,4,2000,471,0.24,0,1
25,33,Sir Oliver Mowat Collegiate,5400 Lawrence Avenue East,1077,13,6,8,812,263,4,6,0,1085,281,0.26,0,3
25,34,Charlottetown Jr. Public School,85 Charlottetown Blvd.,1714,18,18,9,1370,336,3,5,1,1715,490,0.29,0,0
25,35,St. Brendan Catholic School,186 Centennial Road,1624,21,4,4,1180,436,14,6,0,1636,429,0.26,0,0
25,36,Centennial Road Public School,271 Centennial Road,1478,19,4,4,1067,415,3,7,2,1494,421,0.28,1,0
25,37,Tony Stacey Centre for Veterans Care,59 Lawson Road,14,3,0,0,17,0,0,0,0,17,6,0.35,0,0
25,38,St. Dunstan of Canterbury Church,56 Lawson Road,1479,36,7,7,1125,364,4,14,0,1507,373,0.25,0,2
25,39,Meadowvale Public School,761 Meadowvale Road,2826,31,18,16,2112,707,9,10,7,2845,632,0.22,2,0
25,40,U of T -  Scarborough Campus,1265 Military Trail,32,0,0,0,32,0,0,0,0,32,0,0,0,0
25,41,Cardinal Leger Catholic School,600 Morrish Road,2763,30,13,5,1916,856,3,7,0,2782,630,0.23,0,0
25,42,Morrish Public School,61 Canmore Blvd.,2485,24,9,8,1832,662,5,2,0,2501,503,0.2,1,0
25,43,Highland Creek Public School,1410 Military Trail,2088,18,14,8,1604,462,9,9,8,2092,447,0.21,1,0
25,44,Eesti Kodu,50 Old Kingston Road,148,4,11,1,134,7,0,0,0,141,62,0.44,0,0
25,45,Ehatare Retirement Home,40 Old Kingston Road,30,16,18,0,27,1,0,0,0,28,22,0.79,0,0
25,46,West Hill Public School,299 Morningside Ave.,1253,13,16,5,928,300,4,4,15,1251,236,0.19,1,0
25,47,Morningside Library,4279 Lawrence Avenue East,1281,12,6,0,942,343,2,3,1,1291,187,0.14,0,0
25,48,St. Malachy Catholic School,80 Bennett Road,2377,15,24,4,1797,557,11,7,3,2375,474,0.2,2,0
25,49,Heron Park Community Centre,292 Manse Road,3109,14,9,10,2432,668,11,12,0,3123,523,0.17,0,0
25,52,Morningside Apartments,4205 Lawrence Avenue East,289,1,1,1,271,16,1,1,0,289,53,0.18,0,0
25,53,Academie Alexandre-Dumas,255 Coronation Drive,2314,17,6,3,1796,506,9,16,0,2327,358,0.15,1,0
25,97,Mail in Voting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,0,0
25,98,Malvern Recreation Centre,30 Sewells Road,NA,52,16,26,NA,NA,NA,NA,NA,NA,1702,NA,1,2
25,99,Heron Park Community Centre,292 Manse Road,NA,63,31,61,NA,NA,NA,NA,NA,NA,3127,NA,0,1
25 Total,NA,NA,NA,73043,914,397,303,56313,16709,217,226,95,73560,20048,0.27,22,16
Grand Total,NA,NA,NA,1893995,46333,41578,11062,1539973,335133,9450,6964,7230,1898750,563124,0.3,890,439
